Date,Open,High,Low,Close,Volume
2021-07-29,19.482,19.8144,19.2912,19.6248,191155273
2021-07-30,19.381,19.5929,19.2263,19.462,183857568
2021-08-02,19.6628,19.9223,19.3242,19.7126,217870696
2021-08-03,19.7027,20.1828,19.1833,19.7775,302403033
2021-08-04,19.9513,20.2787,19.7905,20.2348,231763330
2021-08-05,20.4594,20.6911,20.3026,20.5952,211850294
2021-08-06,20.4834,20.5283,20.1708,20.3266,178846910
2021-08-09,20.4055,20.4674,20.1039,20.2557,146730478
2021-08-10,20.2827,20.3895,19.7965,19.8974,179589527
2021-08-11,20.0042,20.0102,19.393,19.6618,186289712
2021-08-12,19.8314,19.9903,19.583,19.8664,152159579
2021-08-13,19.8664,20.1748,19.8134,20.1488,183422109
2021-08-16,20.0959,20.2477,19.416,19.9113,211567172
2021-08-17,19.6478,19.7325,19.2303,19.421,204986335
2021-08-18,19.463,19.5959,18.9636,19.0035,286474575
2021-08-19,19.456,20.4545,18.7261,19.7605,768059098
2021-08-20,19.9523,20.823,19.8944,20.774,677067415
2021-08-23,20.9288,21.9534,20.9078,21.9144,576936573
2021-08-24,21.7095,21.9154,21.4919,21.7494,297882346
2021-08-25,21.6935,22.4257,21.6786,22.169,348383386
2021-08-26,22.156,22.2959,21.7464,22.0242,238407372
2021-08-27,22.14,22.6771,22.123,22.5912,305320180
2021-08-30,22.7849,22.9976,22.5063,22.6432,263095193
2021-08-31,22.6542,22.6542,22.08,22.3449,260313718
2021-09-01,22.4445,22.6561,22.3169,22.4007,202127264
2021-09-02,22.4774,22.5522,22.2549,22.3559,188445495
2021-09-03,22.2849,22.9446,22.16,22.8018,281333483
2021-09-07,22.7919,22.8577,22.4824,22.6212,198460931
2021-09-08,22.4724,22.5692,21.9374,22.2989,254888573
2021-09-09,22.2719,22.4973,22.091,22.137,197207553
2021-09-10,22.3089,22.5852,22.2299,22.4377,248819288
2021-09-13,22.6432,22.9226,21.8184,22.112,298031167
2021-09-14,22.2349,22.3697,22.0462,22.2019,200111320
2021-09-15,22.2689,22.3269,21.9264,22.3009,166835410
2021-09-16,22.144,22.2369,21.8874,22.2019,156312077
2021-09-17,22.2599,22.2809,21.7904,21.8604,295028763
2021-09-20,21.1074,21.394,20.6242,21.0744,350064471
2021-09-21,21.378,21.386,20.9118,21.2074,205053625
2021-09-22,21.3271,21.9204,21.1574,21.9014,269205449
2021-09-23,22.1,22.4944,21.8504,22.4416,248998776
2021-09-24,22.0302,22.109,21.8214,22.0412,218044135
2021-09-27,21.6717,21.7594,21.2863,21.6208,245653040
2021-09-28,21.1754,21.38,20.6132,20.6612,343681599
2021-09-29,20.9018,20.9788,20.4305,20.4804,218783637
2021-09-30,20.7311,21.0276,20.6502,20.6781,221403802
2021-10-01,20.7121,20.821,20.1678,20.7041,241408294
2021-10-04,20.4674,20.5054,19.521,19.6977,346252210
2021-10-05,19.9153,20.6102,19.8194,20.4145,279780389
2021-10-06,20.085,20.6821,20.0451,20.6622,297732492
2021-10-07,21.0534,21.2833,20.9338,21.0366,257377733
2021-10-08,21.0624,21.1674,20.7371,20.793,151528028
2021-10-11,20.5373,21.0246,20.4744,20.6572,163679316
2021-10-12,20.79,21.0187,20.4914,20.6332,162423074
2021-10-13,20.88,20.9518,20.6752,20.9008,180974491
2021-10-14,21.2493,21.7155,21.0834,21.7065,244023802
2021-10-15,21.7704,21.8914,21.6228,21.8224,227399377
2021-10-18,21.7095,22.2509,21.6048,22.1819,189831961
2021-10-19,22.2359,22.3389,21.9973,22.2499,161761649
2021-10-20,22.2649,22.3927,21.9424,22.0632,146537160
2021-10-21,22.0572,22.6701,22.0432,22.6512,187925320
2021-10-22,22.7819,23.0885,22.5203,22.6851,249829133
2021-10-25,22.9316,23.3133,22.7289,23.1245,230645985
2021-10-26,23.9463,25.2143,23.8813,24.6732,486766014
2021-10-27,24.4305,25.0456,24.2389,24.4077,246429176
2021-10-28,24.8339,24.9058,24.4794,24.8968,234622551
2021-10-29,24.9558,25.6636,24.9558,25.522,293025187
2021-11-01,25.6036,25.8484,25.1824,25.7814,266214312
2021-11-02,25.7764,26.6303,25.7544,26.3547,294637620
2021-11-03,26.6224,26.736,26.1889,26.5505,240338760
2021-11-04,27.1555,31.3092,27.0696,29.7477,1155691296
2021-11-05,30.133,31.3442,29.3573,29.6989,852780325
2021-11-08,30.095,31.0447,29.8533,30.7493,503999356
2021-11-09,32.2249,32.2519,29.9102,30.6024,647901159
2021-11-10,29.3033,30.7952,28.726,29.4063,637341853
2021-11-11,30.4137,30.5354,29.7237,30.3357,332765301
2021-11-12,29.9562,30.6254,29.5769,30.3357,413791913
2021-11-15,30.4974,30.5894,29.1943,29.9712,385596364
2021-11-16,29.7059,30.3357,29.6529,30.1489,264955986
2021-11-17,30.3637,30.4545,28.7479,29.2083,429273214
2021-11-18,32.3088,32.7011,31.2653,31.6187,783106723
2021-11-19,32.186,33.0287,31.8485,32.9259,534820028
2021-11-22,33.4569,34.5853,31.8435,31.8994,755682323
2021-11-23,31.4788,32.3018,30.8252,31.6897,533113034
2021-11-24,31.4051,32.796,30.8732,32.6153,435939368
2021-11-26,32.5414,32.6513,31.2942,31.4468,283574363
2021-11-29,32.3078,33.3522,31.9794,33.3163,455776451
2021-11-30,33.1097,33.2935,31.8076,32.6173,623177354
2021-12-01,33.1646,33.2346,31.3282,31.3832,486610001
2021-12-02,31.1624,32.4235,30.9738,32.0733,473676818
2021-12-03,31.9474,32.0763,30.0801,30.6424,545230352
2021-12-06,29.8304,30.1909,27.9912,29.9872,660034371
2021-12-07,30.906,32.3946,30.6004,32.3726,594039821
2021-12-08,31.9464,32.2359,31.3692,31.7736,476342370
2021-12-09,31.6817,32.152,30.3777,30.4395,489319630
2021-12-10,31.0984,31.2533,29.8114,30.1479,489638084
2021-12-13,30.1989,30.2439,28.0692,28.114,599338798
2021-12-14,27.6526,28.6302,27.2044,28.29,668144758
2021-12-15,28.3528,30.4495,27.7915,30.4087,699458264
2021-12-16,31.1004,31.1084,28.0462,28.3398,708542411
2021-12-17,27.9383,28.8738,27.7136,27.7545,717814249
2021-12-20,27.2594,28.0971,27.0996,27.6726,462614882
2021-12-21,28.3268,29.0716,27.3553,29.0267,525257076
2021-12-22,28.8428,29.506,28.4018,29.3513,395841632
2021-12-23,29.7059,30.0091,29.3823,29.5909,343592236
2021-12-27,29.6109,31.0347,29.5909,30.894,404357262
2021-12-28,31.2603,31.2782,29.9622,30.2718,421290718
2021-12-29,30.2219,30.4974,29.3173,29.9512,343709971
2021-12-30,29.7775,30.4067,29.491,29.5369,309377907
2021-12-31,29.6249,29.9802,29.2823,29.3623,266973193
2022-01-03,29.7655,30.6604,29.7357,30.0711,393055570
2022-01-04,30.2269,30.4177,28.3019,29.2413,528031140
2022-01-05,28.9008,29.3673,27.4869,27.5577,498892235
2022-01-06,27.5937,28.3908,27.0197,28.131,454941757
2022-01-07,28.0941,28.3748,27.0117,27.2014,410620306
2022-01-10,26.5365,27.423,25.6006,27.3543,595670001
2022-01-11,27.2774,28.0182,26.7938,27.7705,404761355
2022-01-12,28.0202,28.5474,27.5617,27.9522,384051161
2022-01-13,28.3328,28.4327,26.4535,26.5305,539764316
2022-01-14,26.2758,27.1515,26.1671,26.8967,396490679
2022-01-18,26.2169,26.5934,25.7275,25.8604,426013526
2022-01-19,26.0363,26.4995,25.0106,25.0256,489126652
2022-01-20,25.2623,25.537,24.0379,24.1099,435904506
2022-01-21,23.468,24.7821,23.2245,23.3352,720153585
2022-01-24,22.2929,23.3412,20.853,23.3332,917333768
2022-01-25,22.5083,22.9047,21.9634,22.2869,665721727
2022-01-26,23.2015,24.0171,22.2629,22.7339,757216008
2022-01-27,23.529,23.9552,21.6387,21.9074,574306293
2022-01-28,21.9753,22.8198,21.2603,22.8018,544678630
2022-01-31,23.1435,24.4684,23.0136,24.4455,565618836
2022-02-01,25.0625,25.1035,23.8504,24.5973,519788226
2022-02-02,25.7514,25.7744,24.5123,25.2003,544323200
2022-02-03,24.4176,25.0356,23.7406,23.9083,410859973
2022-02-04,23.9323,24.5943,23.593,24.2789,355418640
2022-02-07,24.3318,25.1404,24.1619,24.6872,377494289
2022-02-08,24.3189,25.1884,23.9403,25.0665,411041133
2022-02-09,25.58,26.6803,25.3112,26.6603,525153622
2022-02-10,25.9524,26.8797,25.558,25.7814,514053249
2022-02-11,25.8734,26.1091,23.7336,23.9093,606478979
2022-02-14,23.8943,24.8339,23.7156,24.2269,441156924
2022-02-15,24.9078,26.5005,24.7431,26.4505,702919922
2022-02-16,26.2159,26.5375,25.51,26.4665,733894884
2022-02-17,25.5879,25.7425,24.1249,24.4664,811943227
2022-02-18,24.6263,24.9448,23.0615,23.603,762520994
2022-02-22,22.9966,24.024,22.9616,23.3512,634475922
2022-02-23,23.7625,24.1149,22.2639,22.3499,567452970
2022-02-24,20.9798,23.7605,20.855,23.7086,737024387
2022-02-25,23.6817,24.1769,23.3422,24.1169,529745095
2022-02-28,23.9522,24.6243,23.6677,24.3448,478112468
